Date,Open,Close
1927-12-30 00:00:00-05:00,17.65999984741211,17.65999984741211
1928-01-03 00:00:00-05:00,17.760000228881836,17.760000228881836
1928-01-04 00:00:00-05:00,17.719999313354492,17.719999313354492
1928-01-05 00:00:00-05:00,17.549999237060547,17.549999237060547
1928-01-06 00:00:00-05:00,17.65999984741211,17.65999984741211
1928-01-09 00:00:00-05:00,17.5,17.5
1928-01-10 00:00:00-05:00,17.37000084,17.37000084
1928-01-11 00:00:00-05:00,17.350000381469727,17.350000381469727
1928-01-12 00:00:00-05:00,17.469999313354492,17.469999313354492
1928-01-13 00:00:00-05:00,17.579999923706055,17.579999923706055
1928-01-16 00:00:00-05:00,17.290000915527344,17.290000915527344
1928-01-17 00:00:00-05:00,17.299999237060547,17.299999237060547
1928-01-18 00:00:00-05:00,17.260000228881836,17.260000228881836
1928-01-19 00:00:00-05:00,17.37999916,17.37999916
1928-01-20 00:00:00-05:00,17.479999542236328,17.479999542236328
1928-01-23 00:00:00-05:00,17.639999389648438,17.639999389648438
1928-01-24 00:00:00-05:00,17.709999084472656,17.709999084472656
1928-01-25 00:00:00-05:00,17.520000457763672,17.520000457763672
1928-01-26 00:00:00-05:00,17.62999916,17.62999916
1928-01-27 00:00:00-05:00,17.690000534057617,17.690000534057617
1928-01-30 00:00:00-05:00,17.489999771118164,17.489999771118164
1928-01-31 00:00:00-05:00,17.56999969482422,17.56999969482422
1928-02-01 00:00:00-05:00,17.530000686645508,17.530000686645508
1928-02-02 00:00:00-05:00,17.62999916,17.62999916
1928-02-03 00:00:00-05:00,17.399999618530273,17.399999618530273
1928-02-06 00:00:00-05:00,17.450000762939453,17.450000762939453
1928-02-07 00:00:00-05:00,17.440000534057617,17.440000534057617
1928-02-08 00:00:00-05:00,17.489999771118164,17.489999771118164
1928-02-09 00:00:00-05:00,17.549999237060547,17.549999237060547
1928-02-10 00:00:00-05:00,17.540000915527344,17.540000915527344
1928-02-14 00:00:00-05:00,17.440000534057617,17.440000534057617
1928-02-15 00:00:00-05:00,17.399999618530273,17.399999618530273
1928-02-16 00:00:00-05:00,17.350000381469727,17.350000381469727
1928-02-17 00:00:00-05:00,17.040000915527344,17.040000915527344
1928-02-20 00:00:00-05:00,16.950000762939453,16.950000762939453
1928-02-21 00:00:00-05:00,17.110000610351562,17.110000610351562
1928-02-23 00:00:00-05:00,17.12999916,17.12999916
1928-02-24 00:00:00-05:00,17.18000030517578,17.18000030517578
1928-02-27 00:00:00-05:00,17.110000610351562,17.110000610351562
1928-02-28 00:00:00-05:00,17.15999984741211,17.15999984741211
1928-02-29 00:00:00-05:00,17.260000228881836,17.260000228881836
1928-03-01 00:00:00-05:00,17.299999237060547,17.299999237060547
1928-03-02 00:00:00-05:00,17.299999237060547,17.299999237060547
1928-03-05 00:00:00-05:00,17.56999969482422,17.56999969482422
1928-03-06 00:00:00-05:00,17.670000076293945,17.670000076293945
1928-03-07 00:00:00-05:00,17.579999923706055,17.579999923706055
1928-03-08 00:00:00-05:00,17.639999389648438,17.639999389648438
1928-03-09 00:00:00-05:00,17.93000030517578,17.93000030517578
1928-03-12 00:00:00-05:00,18,18
1928-03-13 00:00:00-05:00,17.920000076293945,17.920000076293945
1928-03-14 00:00:00-05:00,17.93000030517578,17.93000030517578
1928-03-15 00:00:00-05:00,18.06999969482422,18.06999969482422
1928-03-16 00:00:00-05:00,18.260000228881836,18.260000228881836
1928-03-19 00:00:00-05:00,18.360000610351562,18.360000610351562
1928-03-20 00:00:00-05:00,18.459999084472656,18.459999084472656
1928-03-21 00:00:00-05:00,18.649999618530273,18.649999618530273
1928-03-22 00:00:00-05:00,18.600000381469727,18.600000381469727
1928-03-23 00:00:00-05:00,18.780000686645508,18.780000686645508
